1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272
24_left,1729454,57729,75789,68447,50865,47767,55827,60083,54270,41072,27593,17452,11604,8579,7788,7704,7862,8035,8071,8109,8318,9044,11483,18680,33260,52509,71181,87040,97426,98977,94530,88353,85387,82480,80792,77205,74561,71399,68193,67029,66347,68435,72460,76789,82023,88664,93870,98371,100131,100744,101384,103573,109208,116375,127325,142032,158641,173575,182708,184024,174890,157879,142223,128651,119509,112158,106772,102875,98587,94369,89554,85416,79774,73978,67848,61004,55554,50291,45716,41544,37558,33721,30252,27058,24059,22035,19370,17505,15203,13256,11074,9698,8844,8199,7665,6841,6399,6068,5813,5680,5336,5169,4713,4348,3803,3360,3191,3227,3123,2936,2806,2709,2493,2401,2258,2135,2065,1911,1904,1797,1806,1737,1690,1613,1620,1540,1404,1447,1335,1288,1272,1315,1260,1135,1055,999,1004,975,979,888,841,738,607,644,512,502,468,490,457,454,472,504,471,431,398,371,314,305,297,278,261,271,263,302,286,332,330,318,357,332,289,216,178,153,131,91,67,34,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16468823,0.165289536,-6.99E-04,-1.28E-06,8185344,-5721.331854,1.88E-04,-1.28E-06,0.013705714,0.007551156,61070.68941,39.26306275,0.704146145,12.7781646,-1
24_right,1763872,43837,59968,54276,39405,34873,39976,48179,51411,45027,33293,22110,14004,9304,6937,5956,5352,5081,4849,4660,4400,4198,4392,4194,4038,3987,3758,3848,3849,3861,3758,3863,3753,3730,3795,3896,4001,4061,4176,4094,4119,4601,4789,5026,5601,5698,5817,5908,6320,6522,6855,7095,7110,7135,7081,7047,7358,7490,7966,8294,9017,9516,10201,10595,11076,11964,12613,13684,14483,15703,16441,17588,18850,20284,21148,22556,24246,26686,29329,32196,35673,40116,44764,50055,53839,58827,65657,74518,85970,100116,116017,126728,131530,131786,129886,128293,127017,125332,121479,115962,108862,103944,99148,95319,92184,91345,90234,87781,84994,81800,78521,75213,73003,71344,70028,69679,67886,67083,64728,62857,61173,58984,56957,54606,52952,51421,50176,50322,50403,50997,52681,55545,59234,63457,66680,68011,67963,67034,64850,61183,57576,53273,49524,46059,42158,38291,35729,32530,28499,24780,21074,18123,15199,12370,10146,8207,6779,5669,4516,3723,3021,2358,1941,1613,1379,1372,1317,1169,1099,1010,1092,1160,1204,1227,1322,1275,1301,1266,1255,1334,1357,1454,1406,1412,1517,1509,1560,1475,1595,1650,1769,1822,1998,2192,2534,2643,2751,2706,2815,2794,2775,2757,2746,2677,2831,2750,2524,2543,2615,2614,2551,2473,2456,2507,2400,2563,2608,2438,2167,1981,1993,1847,1752,1524,1397,1297,1226,1141,1146,994,1035,1091,1139,1207,1139,1150,1216,1234,1228,1181,1198,1172,1055,1033,785,694,795,884,1024,996,1023,955,798,791,529,623,-0.157745421,0.19677864,-0.001381068,-1.71E-06,8185344,-11304.5135,4.65E-04,-1.71E-06,0.021570154,0.012073094,97858.1428,61.83866082,0.80905579,8.815202606,-1
26_left,8069091,20578,6746,3380,1850,1252,976,893,807,789,643,698,626,582,590,453,516,511,466,500,471,534,444,513,493,495,466,449,496,509,498,540,611,714,1129,1755,2731,4430,7774,14921,27756,47632,73537,101407,126598,144417,154770,161482,169247,178663,187980,193838,194476,190525,184211,176744,169788,162368,157310,153727,150496,146584,140601,134239,128982,123285,118979,114777,108319,101413,94582,89376,84096,80350,76817,73825,72950,70913,68721,66325,65021,65163,64766,64868,66190,66570,67536,67643,68601,67964,67303,67554,65615,64911,62660,60895,59782,58393,58044,57383,56851,55307,53590,49552,45251,39534,34516,29227,24542,19970,16622,14128,12714,11800,10210,9116,7951,7027,5975,4926,4419,3764,3251,3062,2846,2709,2597,2543,2382,2372,2125,1988,1870,1701,1586,1528,1545,1591,1490,1515,1444,1411,1377,1426,1357,1399,1465,1498,1561,1482,1475,1406,1289,1307,1269,1160,1104,1040,982,959,969,942,952,929,963,913,880,1050,1161,1151,1318,1375,1234,1219,1170,1083,1055,905,850,754,680,591,590,529,576,536,506,435,424,388,386,366,383,334,332,357,345,366,351,324,297,263,303,273,239,143,80,50,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.205973104,0.207665443,-5.56E-04,2.79E-07,1.51E+07,-8373.699352,3.65E-04,2.79E-07,0.019110158,0.007914974,115217.3992,74.17865667,0.072907296,17.65065128,-1
26_right,8069809,20132,6888,3226,1834,1085,1015,811,783,715,678,626,613,554,531,545,546,496,506,474,473,514,448,488,502,456,540,603,815,1280,2101,3340,5589,9122,16465,27011,42245,59644,74407,85248,92822,97677,101366,102976,103070,106563,110274,115507,119346,124026,128271,131986,134951,136830,136584,135257,135348,136071,140640,147217,154924,162601,166266,164019,153011,137397,123525,110459,99511,92795,87779,84952,81502,78552,75589,72347,69846,65571,61181,58502,57841,56602,56067,55773,54891,54628,53682,51957,51197,50492,51044,51061,51816,51246,50974,50565,50692,49880,49656,49859,49020,48631,46854,45190,43446,41429,38948,37178,35680,33755,31341,29879,29205,28078,27131,26187,25103,23916,22726,21537,20200,19184,18276,17212,16410,15402,15062,14456,13628,12482,11275,10028,9086,7756,6701,5612,4682,3896,3242,2883,2688,2395,2254,2202,2153,2203,2217,2212,2187,2274,2121,2217,2228,2232,2111,2121,1971,1897,2094,1959,1927,1757,1651,1667,1659,1628,1576,1467,1458,1370,1297,1334,1421,1422,1451,1519,1416,1436,1406,1345,1299,1307,1237,1165,1083,1025,957,1080,1095,1097,1049,1022,1020,1229,1243,1356,1425,1496,1468,1312,1212,1160,1015,867,837,726,478,479,489,605,533,527,573,562,756,755,513,430,368,271,203,117,45,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.231563509,0.208683789,-5.76E-04,-3.38E-08,1.51E+07,-8677.169464,4.45E-04,-3.38E-08,0.021096704,0.008445068,123060.3964,81.88558127,0.16421919,19.46944206,-1
27_left,1178773,8841,3286,1507,936,604,1287,5095,34782,66071,90888,108545,135879,155785,170743,167158,151039,145512,123701,109839,126737,136097,162428,191398,206681,196008,175871,169744,143372,122898,111113,88068,71196,54767,35519,24814,18914,16616,16373,16153,14437,13511,12743,11523,10961,9844,8770,8342,7639,7062,6443,5930,5820,5578,5135,4483,3788,3397,3043,2529,2330,2123,1944,1753,1520,1457,1288,1301,1113,949,785,597,390,281,193,155,178,127,110,69,82,59,53,54,42,33,32,20,20,17,20,14,13,15,5,6,6,7,4,4,1,3,1,2,0,3,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.241611689,0.315211207,-3.00E-04,2.12E-06,4915200,-1474.19618,2.12E-04,2.12E-06,0.014552352,0.00517464,25154.58668,32.2697812,-1.203129649,60.27872891,-1
27_right,1175784,10195,3427,1614,989,684,513,453,357,371,825,2428,6063,20094,39334,74936,95218,119514,132638,134016,161011,147543,155863,144684,150946,141244,147107,162784,149912,151470,147767,135305,130030,122575,119204,114242,104241,86715,67185,49032,35754,28285,24261,20225,19519,19437,18463,18961,17637,16079,14761,13297,12745,11790,11098,10659,10015,9510,8727,8702,8703,7822,7193,7106,7221,6747,6495,6388,6207,6230,5759,6071,5576,5573,5268,5136,4790,4551,4482,4059,3763,3697,3634,3678,3415,3220,3150,2889,2738,2394,2066,1998,1883,1887,1699,1747,1614,1498,1349,1123,852,665,620,498,490,383,367,331,259,248,277,285,221,153,126,108,71,46,22,23,19,12,11,13,10,10,7,6,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.269955575,0.424374342,-4.03E-04,3.37E-06,4915200,-1982.197712,4.97E-04,3.37E-06,0.022300577,0.007909816,38524.04713,49.44902001,-0.846343087,51.66633457,-1
28_left,1174058,10552,4318,2165,1387,761,650,452,369,375,288,313,633,3677,7936,20016,31596,42716,58808,73891,111598,125417,133511,141798,156251,158500,148411,173949,151915,155671,129576,117838,115219,115796,112524,109686,96568,92020,86532,88699,81692,76203,76232,67761,64203,59300,54841,51430,46029,41872,38161,33627,29464,26057,22102,17430,13891,10952,8369,6437,5047,4231,3662,3118,2782,2588,2275,2117,2077,1952,1855,1845,1807,1756,1609,1524,1365,1345,1215,1157,1099,1021,1048,1060,1024,950,907,874,899,837,822,801,844,830,873,908,890,917,944,855,844,793,740,664,716,687,670,604,591,667,678,764,761,746,816,801,933,871,912,825,962,993,972,1016,1148,1014,1107,1217,1402,1457,1535,1608,1639,1435,1553,1640,1577,1623,1648,1494,1589,1431,1446,1538,1265,1110,1030,1091,1183,1092,1074,913,881,895,772,697,672,673,610,492,479,422,361,357,334,258,267,279,241,204,174,105,72,68,61,64,69,64,71,59,65,69,96,82,66,78,73,88,90,81,95,94,94,149,177,155,181,157,106,126,117,81,51,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.215351045,0.231454715,-4.61E-04,-1.84E-06,4915200,-2264.757721,3.13E-04,-1.84E-06,0.017696147,0.009333281,45444.8313,39.24609716,-0.338769409,18.37002666,-1
28_right,1169869,11406,4850,2524,1704,1048,823,606,445,376,349,333,266,622,2982,7910,13535,20171,28092,37238,37138,43198,40854,46960,65421,84213,94720,107268,117805,117661,111185,111720,109700,108212,117212,125609,136451,143652,142646,140332,135331,128042,119319,108765,95665,82642,69397,58225,46990,37217,29226,21818,15710,11717,8743,7082,6135,5390,4761,4662,4359,3919,3974,3893,3931,3661,3402,3555,3435,3455,3312,3317,3050,3105,2948,2956,3206,3336,3136,2901,3089,3031,3009,2956,2804,2962,2982,3354,3481,3426,3754,3705,3518,3219,2905,2890,2818,2873,2842,2838,2895,2802,2702,2589,2492,2486,2491,2647,2636,2666,2670,2701,2559,2541,2533,2505,2395,2308,2307,2210,2186,2083,2083,2067,2007,1878,1922,1963,1924,1832,1862,1720,1662,1713,1670,1659,1630,1647,1665,1550,1565,1557,1459,1410,1368,1279,1228,1159,1168,1309,1252,1327,1256,1311,1467,1579,1769,1800,2063,2118,2133,1968,2257,2047,1994,2205,2169,2348,2092,2171,2070,2179,2127,2196,1870,1893,2093,2112,2268,2009,1907,1973,2054,2103,1998,1978,2032,2312,2280,2032,2003,2032,2036,2285,2396,2392,2688,2933,2886,3308,3742,4090,4081,5346,4832,4486,5552,4433,5043,6558,3548,4253,4478,4633,4765,4558,5556,4518,4958,3688,4302,5812,3925,4535,3957,3773,4281,4233,4642,5964,3098,3192,4422,5312,3742,3735,4370,3541,5246,3745,3321,4671,2888,3350,5168,2912,3708,4912,2697,3518,2817,3932,4527,6316,15354,25783,-0.698058903,1.161777973,-7.57E-04,2.97E-06,4915200,-3719.830524,0.001427805,2.97E-06,0.037786313,0.011703268,56880.53784,83.79000331,0.467255371,132.3359371,-1
29_left,1394460,95243,89304,76984,61847,53752,48067,45313,42855,42684,41298,37150,31778,27725,22937,17258,13448,11095,9614,8271,7189,6376,6252,5331,4365,3136,2484,2027,1831,1755,1578,1530,1429,1384,1250,1249,1232,1187,1158,1139,1124,1041,1034,1011,1051,1005,971,903,908,959,948,838,872,801,808,810,830,788,737,677,745,751,736,700,650,709,649,653,673,710,674,663,685,707,669,643,779,804,828,1017,1227,1536,1915,2468,3025,3497,4069,4934,5898,7446,9581,11875,14596,17335,20505,24328,27258,30826,36283,42874,53160,67653,83924,101519,118139,130090,137854,136830,131662,122300,112505,101291,91894,83940,76978,72265,68350,65626,62719,60007,58123,56631,56020,57769,59634,62579,63636,64792,64291,64068,64092,63791,63266,63786,64736,65407,66764,67959,68730,70199,71957,74009,76431,78658,81593,84825,87494,89523,92870,96052,100103,104947,111046,117702,123734,128221,126783,123316,117959,111815,106255,101017,97954,96983,94950,92976,90324,87791,84807,81314,77060,73996,69798,66541,62999,59001,54903,51263,48879,46667,44463,42538,42055,39923,37215,36404,35559,34314,33552,33394,32362,31594,30689,29172,28446,27725,26331,24636,22536,20919,18562,16544,15813,15439,15043,14575,14685,13530,12682,11670,10152,8290,6045,4745,4564,4129,3346,2831,2469,2396,2439,2404,1518,894,474,118,12,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.468846798,0.598948002,-0.001973192,-1.97E-04,1.01E+07,-19885.22912,0.001773332,-4.80E-06,0.042110954,0.019610087,196670.8144,133.8295294,-0.476798393,22.77158531,-1
29_right,1596400,162021,64893,49170,39427,35305,33516,30740,29158,28303,26053,23277,20346,18073,15546,12225,9034,6091,4039,2882,2328,2108,1895,1882,1734,1579,1533,1467,1447,1400,1295,1326,1303,1139,1112,1109,1075,1033,1039,1019,947,906,895,934,900,926,809,795,834,794,785,814,796,727,791,682,715,745,743,712,693,660,675,668,659,678,666,625,652,641,587,623,639,588,575,665,628,562,550,596,584,591,616,600,588,595,607,574,584,604,617,575,604,629,620,623,609,694,683,778,1037,1515,2347,3741,5953,8976,12402,16631,21651,27802,35485,45008,55761,66695,76803,84433,93562,103328,113135,119293,121685,122105,124335,129422,137748,149097,161051,173123,184109,191629,194036,190870,186756,182122,178093,178892,185971,195092,202229,204191,199533,191312,179073,164123,149465,135209,125135,118598,112563,107737,102884,97858,95940,96921,96990,96870,94293,91126,87274,84522,81697,79924,77782,75570,70859,65569,60331,55138,50831,47574,44973,41662,37614,33680,28218,23561,19079,15469,13124,11565,10079,8646,7496,6112,5547,4964,4785,4322,4142,4023,4135,3984,3827,3985,4153,4315,4088,3740,3782,3869,3741,4064,2983,3258,2800,2959,3532,4601,3224,2667,3048,2563,2296,3089,2771,2317,1098,274,73,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.312927663,0.486137122,-0.001914636,-1.94E-04,1.01E+07,-19295.12005,0.001330162,-1.91E-06,0.036471384,0.016126884,161564.1239,115.9392522,-0.443406677,26.35466624,-1
2_left,1045788,10085,3963,1873,1253,865,640,492,457,356,301,262,215,215,158,147,127,115,114,98,90,69,71,65,49,43,39,39,32,24,24,19,21,7,12,8,6,5,5,9,8,16,7,21,85,300,874,1828,3265,5286,9449,18041,33748,59006,90315,126318,150762,160739,159923,146797,128653,123595,115339,109504,110777,106285,98607,92691,84188,79729,77917,76457,75861,76003,75079,75593,75285,73035,71364,67329,62441,57773,53500,50408,47888,45189,43115,41350,38792,37165,34893,32424,32201,31887,30876,29547,27297,24195,21875,20540,18704,17601,16716,16686,15826,14897,13698,12624,12167,11677,10752,9042,7973,7082,6084,5587,5024,4358,4004,3806,3651,3361,3107,3038,2704,2618,2779,2813,3016,2953,2787,3065,3201,3188,3279,3042,2957,2899,2720,2498,2142,1762,1569,1390,1356,1333,1113,1176,1321,1292,1269,1148,1076,1015,1058,1078,1152,1184,1267,1323,1525,1532,1551,1526,1499,1655,1678,1706,1649,1525,1311,1247,961,734,574,424,312,232,201,149,181,179,209,201,172,135,94,71,66,58,68,50,40,40,22,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.323144108,0.502245426,-0.00101041,2.15E-08,4915200,-4966.367899,0.001250685,2.15E-08,0.035365032,0.013873911,67480.19496,78.4371557,-0.185336358,27.64253349,-1
2_right,1052084,7812,2621,1250,796,574,407,383,333,292,241,187,190,168,146,132,116,94,74,77,66,62,54,46,36,38,24,22,33,14,18,14,20,16,11,11,9,6,8,5,3,7,1,3,0,2,2,0,2,3,0,0,0,1,0,0,0,0,0,1,4,8,71,271,725,2243,5734,12655,24748,41234,58501,76236,88039,94092,97050,92053,86399,82866,77511,73797,71332,66207,62753,60149,58307,58392,58655,56966,55330,55413,56194,57878,58297,59986,61328,64028,64728,67446,67446,66547,65295,62284,58747,56189,54435,53945,51536,48389,46214,43679,41541,39008,36204,33514,33131,32110,32138,30868,31256,31773,30589,30392,28498,29506,29328,29694,29981,28824,28759,28091,27744,25926,24588,23714,23239,23422,22330,20711,21472,19762,18461,17496,16474,15538,14831,14673,14497,14971,14021,13066,11738,10733,10806,10148,9765,9429,9016,8263,7125,5937,4884,4136,3819,3351,3052,2910,2989,2913,2680,2649,2669,2249,1961,1731,1582,1304,1087,899,669,505,355,236,172,157,99,54,41,36,16,16,8,5,3,4,0,2,2,2,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.573712707,0.698010325,-0.001379573,6.06E-06,4915200,-6780.876133,0.003094267,6.06E-06,0.055626132,0.017487969,85153.30209,123.3624475,-0.245659733,28.10138659,-1
32_left,6782898,259246,897382,170801,28240,10125,6796,4727,3400,2643,2106,1602,1242,959,792,660,561,480,422,374,438,328,292,279,262,271,278,267,269,255,249,226,258,245,236,204,219,202,215,186,224,207,177,190,168,171,178,173,155,155,153,165,181,192,159,152,172,148,168,160,160,150,165,134,152,183,158,164,160,161,162,143,155,167,172,218,231,250,358,530,784,1160,1644,2274,2834,3332,3906,4416,4682,4946,5334,5643,6419,7148,8274,9816,11699,14971,19805,26913,36145,48587,63328,79399,93837,106545,114220,119005,120051,121817,123455,128240,133632,138188,138007,132954,126339,119892,115330,114537,113419,112780,109728,106052,101800,100216,99316,99370,101890,104393,107885,112772,117340,122949,131540,137726,145566,150670,152767,155258,156884,159783,161215,158833,155504,148592,135111,118656,100057,84715,74622,69355,65420,60998,59508,59911,55885,53150,53575,52743,52565,51528,51318,52392,51348,49568,50474,50596,49608,50957,51302,50809,51368,51899,49639,47323,45756,42586,40754,38335,34274,31723,27413,24215,22756,17483,14407,11392,9388,6608,3759,2553,1842,1604,1543,1251,1258,1320,1305,1206,1032,1024,1149,1157,959,950,986,893,883,711,612,404,336,273,262,162,139,76,30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.458774626,0.444317609,-0.001170414,7.45E-07,1.61E+07,-18826.09545,0.002058443,7.45E-07,0.045370064,0.012351998,192924.1636,182.0221656,-0.216384231,45.42556749,-1
32_right,6839533,1196309,51139,31805,19903,11616,7830,5668,4145,2827,2152,1547,1186,898,775,681,632,552,484,491,499,477,427,441,395,392,368,358,339,366,355,340,384,344,329,355,351,311,327,342,343,314,364,345,342,346,351,336,318,318,340,355,324,410,459,474,681,820,1251,1674,2197,2940,3526,4028,4578,5194,5424,6130,6730,7783,9254,10905,12937,15867,18948,23183,27986,34031,40069,46262,54009,61252,69115,77206,85286,93249,102082,109523,117379,123791,126550,128529,127737,123575,118555,114595,111245,108327,106311,103532,101174,99616,98014,96563,96260,94815,94339,94325,95694,95985,97469,99315,100291,99838,96929,93755,91551,90241,89938,88576,86247,84098,82806,80881,80041,81287,82722,85421,87076,90267,94182,96750,98929,101157,102549,101325,97788,92189,88545,85357,82127,82002,79604,75115,70355,68808,66765,65066,63691,60879,60853,60737,59598,60031,58611,56297,54961,52185,46738,43730,41415,40136,38669,37317,36521,35409,34457,31145,28631,24102,19908,16715,13745,11250,9929,8027,8560,8174,9834,9111,8172,7774,5870,5131,4955,4819,3996,3757,3232,2917,2772,3231,3622,3432,2799,2568,2065,1511,1899,1486,1469,1375,1393,1032,924,999,918,734,762,791,537,582,651,644,492,359,389,356,294,351,294,224,207,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.362051874,0.370196283,-0.001025797,-2.76E-06,1.61E+07,-16499.94222,0.001042822,-2.76E-06,0.03229275,0.01171077,182498.6254,129.5789487,-0.085472479,33.65858345,-1
34_left,2428001,38115,86122,83588,61209,37238,21827,12700,7908,5422,4450,3973,3554,3265,3035,2705,2470,2360,2216,2068,1919,1976,1838,1754,1855,1730,1677,1768,1726,1622,1592,1612,1496,1629,1638,1581,1628,1687,1775,1795,1828,1930,2115,2179,2102,2145,2265,2396,2600,2778,2711,2903,3138,3224,3511,3441,3434,3494,3617,3797,4212,4502,4998,5251,5259,5372,5568,6042,6813,7598,7936,8412,9035,9640,10395,10866,12108,12801,14350,16627,19447,22831,26214,29322,33702,37944,42892,48505,54730,59897,66014,71672,75647,80570,83964,88602,92292,95466,101281,105477,107774,108036,108205,106527,104864,102032,99142,96056,95890,98589,101468,103302,103715,103982,104888,106158,105220,103346,101683,98826,94185,88401,85001,81458,77773,76348,74868,74338,75353,75363,75590,74016,72440,70493,69422,68554,68889,68480,68221,67868,66857,65319,62779,60924,59231,57722,55587,53289,51997,52033,51054,49950,50042,50325,49913,49344,49122,48670,47126,45939,45680,45241,44518,44248,45353,45951,45489,44760,43991,43147,41328,39895,39434,37441,35345,33484,31325,29324,27628,26464,25666,24653,23262,21869,20838,19320,17065,15098,13737,12090,10553,9122,7610,6796,6232,5867,5634,5654,5486,4851,4272,3794,3297,2920,2686,2469,2521,2535,2600,2401,2240,2529,2752,2975,3138,3056,3065,3187,3694,4371,4539,3907,2845,1624,738,489,390,434,308,64,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.197253212,0.274495065,-0.001586358,1.25E-06,1.01E+07,-15986.83455,6.16E-04,1.25E-06,0.024819271,0.013035313,129334.1063,78.95051175,0.204841518,13.6880492,-1
34_right,2354249,50362,103172,88543,62590,39798,22731,12674,7327,5182,4419,3974,3645,3374,3048,2742,2624,2509,2387,2267,2212,2066,1997,1911,1941,1905,1877,1956,1982,2193,2314,2470,2893,3232,3765,3717,3873,3876,3819,3677,3575,3536,3537,3443,3201,3125,2958,2938,2798,2981,3071,3104,3099,3235,3464,3462,3942,4098,4286,4823,5164,5382,5956,6713,7490,8320,9319,10043,10766,11569,12010,12369,12491,12936,13569,14244,15254,16301,18533,20885,23995,27608,31798,37019,42106,47958,53387,59627,64797,67704,67422,66000,64185,63378,64446,66378,69205,73562,79130,84253,89032,93596,98206,100582,101800,99347,96929,95781,96762,100945,107995,114618,119802,123028,122569,121090,117504,111186,106229,100345,95839,91778,88990,86780,84376,81519,79441,79421,80228,80673,79380,77364,74102,71264,68013,65410,65100,65776,66046,65270,64267,63560,63714,64430,65191,65789,64103,63459,64785,66663,67866,68118,69452,70627,71244,69953,68576,66782,64687,63119,61196,59859,59170,57823,58110,57442,55137,52414,48677,43417,36599,30441,24317,19287,15270,11994,9336,7387,6266,5643,5488,5460,5003,4271,3613,3157,2989,2830,2705,2577,2491,2591,2443,2117,1900,1882,1989,2070,2235,2407,2383,2438,2160,1877,1684,1608,1521,1412,1217,1078,909,973,974,718,639,543,495,554,272,205,176,85,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.202601388,0.293149859,-0.001560055,-2.47E-07,1.01E+07,-15721.75514,5.79E-04,-2.47E-07,0.024059597,0.012755848,126706.1038,76.53851565,0.371860493,14.02092526,-1
35_left,1610113,10040,3091,2518,4364,13062,47938,108667,143221,147675,152594,165855,173238,172709,168298,165294,158632,150747,140615,133284,129267,125949,118772,106698,93975,85177,79044,73808,68127,62106,57883,53725,49556,45437,41211,35750,28091,20713,14549,10588,8085,6410,5342,4546,3807,3041,2531,2057,1719,1394,1210,1043,957,849,755,703,691,640,629,592,577,541,579,537,541,522,550,610,563,638,638,595,590,496,487,487,479,428,374,346,300,292,235,240,201,214,237,172,167,156,180,153,123,119,119,108,146,117,115,118,108,108,107,129,120,132,113,80,93,83,66,52,62,50,46,50,36,33,40,42,38,39,24,29,41,17,32,32,30,27,24,36,30,27,24,27,24,22,27,25,40,27,30,24,29,24,20,38,31,34,33,37,27,37,28,24,29,18,35,17,30,21,31,19,22,25,24,21,33,23,32,25,32,26,26,26,36,25,29,32,29,33,21,28,19,32,39,29,32,31,44,31,33,52,40,28,40,42,30,46,40,44,45,43,57,52,53,53,43,51,46,50,65,52,69,58,62,57,50,46,43,33,42,43,28,38,23,18,22,24,20,29,16,17,12,3,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.598607361,0.321868747,-2.25E-04,1.26E-06,5038848,-1135.76705,3.40E-04,1.26E-06,0.018449431,0.006278913,31257.58041,41.4172261,-5.264131606,144.9819692,-1
